order_id,order_date,customer_id,channel,region,order_total,shipping_cost,num_items
100078,2024-01-02 21:40,C01811,mobile_app,North,165.48,5.95,5
100079,2024-01-02 23:08,C03800,web,Central,141.69,5.95,2
100080,2024-01-02 21:07,C00119,marketplace,East,190.56,5.95,2
100081,2024-01-02 13:45,C00649,web,North,65.16,5.95,2
100082,2024-01-02 19:05,C00921,marketplace,Central,991.47,5.95,4
100083,2024-01-02 20:07,C02654,mobile_app,East,46.86,5.95,1
100084,2024-01-02 15:32,C02890,web,Central,145.81,5.95,2
100085,2024-01-02 21:15,C01871,mobile_app,South,114.48,5.95,2
100086,2024-01-02 22:47,C03602,web,North,25.96,5.95,1
100087,2024-01-02 19:21,C03827,mobile_app,South,410.04,5.95,2
100088,2024-01-02 06:18,C02974,web,East,650.67,5.95,4
100089,2024-01-02 21:55,C00609,web,East,399.79,5.95,5
100090,2024-01-02 16:35,C03125,web,East,337.98,5.95,3
100091,2024-01-02 16:55,C00773,marketplace,North,363.31,5.95,4
100092,2024-01-02 18:14,C03507,mobile_app,North,240.41,5.95,4
100093,2024-01-02 21:45,C03742,mobile_app,South,104.25,5.95,1
100094,2024-01-02 10:31,C03952,web,East,23.16,5.95,1
100095,2024-01-02 16:55,C00412,mobile_app,South,274.73,5.95,2
100096,2024-01-02 22:58,C01872,web,North,154.73,5.95,2
100097,2024-01-02 10:04,C01924,mobile_app,South,467.76,5.95,2
100098,2024-01-02 18:41,C00329,mobile_app,Central,63.73,5.95,2
100099,2024-01-02 23:24,C03909,web,West,225.61,5.95,3
100100,2024-01-02 21:55,C02217,web,North,190.9,5.95,4
100101,2024-01-02 15:14,C03059,web,Central,252.64,5.95,3
100102,2024-01-02 09:28,C00682,mobile_app,Central,31.35,5.95,1
100103,2024-01-02 07:20,C03262,web,South,64.19,5.95,1
100104,2024-01-02 19:09,C01001,web,East,242.0,5.95,2
100105,2024-01-02 11:10,C00718,web,Central,207.9,5.95,4
100106,2024-01-02 13:31,C03739,mobile_app,North,124.72,5.95,2
100107,2024-01-02 14:29,C01046,mobile_app,Central,396.98,5.95,2
100108,2024-01-02 20:57,C01179,mobile_app,North,118.29,5.95,1
100109,2024-01-02 20:22,C02407,web,Central,631.88,5.95,3
100110,2024-01-02 14:29,C03463,web,Central,106.9,5.95,1
100111,2024-01-02 21:06,C00972,web,South,75.01,5.95,2
100112,2024-01-02 15:44,C01210,web,Central,66.59,5.95,2
100113,2024-01-02 18:17,C00034,mobile_app,West,149.39,5.95,3
100114,2024-01-02 07:58,C02484,mobile_app,Central,325.53,5.95,3
100115,2024-01-03 13:38,C03285,web,East,589.77,5.95,2
100116,2024-01-03 14:43,C03095,mobile_app,West,25.05,5.95,1
100117,2024-01-03 10:40,C00398,marketplace,East,411.19,5.95,3
100118,2024-01-03 15:50,C01806,web,South,151.67,5.95,2
100119,2024-01-03 10:05,C03726,web,West,94.31,5.95,3
100120,2024-01-03 11:12,C00542,mobile_app,Central,385.94,5.95,5
100121,2024-01-03 17:33,C02056,marketplace,Central,393.76,5.95,3
100122,2024-01-03 14:58,C03378,marketplace,Central,341.16,5.95,3
100123,2024-01-03 15:47,C03566,web,North,1142.17,5.95,3
100124,2024-01-03 08:09,C03090,marketplace,Central,289.53,5.95,4
100125,2024-01-03 18:54,C03296,mobile_app,North,99.21,,1
100126,2024-01-03 18:00,C01084,web,East,50.98,5.95,3
100127,2024-01-03 14:37,C01561,mobile_app,Central,139.28,5.95,3
100128,2024-01-03 09:43,C00958,web,East,50.28,5.95,1
100129,2024-01-03 23:20,C03749,mobile_app,East,15.72,5.95,1
100130,2024-01-03 20:58,C02872,web,South,212.15,5.95,4
100131,2024-01-03 10:02,C03876,web,Central,259.01,5.95,2
100132,2024-01-03 09:06,C00962,mobile_app,North,789.26,5.95,4
100133,2024-01-03 20:23,C02747,marketplace,West,284.61,5.95,2
100134,2024-01-03 23:26,C02406,mobile_app,North,366.09,5.95,5
100135,2024-01-03 19:41,C00406,mobile_app,East,37.23,5.95,1
100136,2024-01-03 14:02,C02828,web,South,85.4,5.95,1
100137,2024-01-03 13:54,C01486,web,West,471.87,5.95,3
100138,2024-01-03 23:57,C02642,web,South,236.2,5.95,4
100139,2024-01-03 12:07,C03888,mobile_app,East,450.91,5.95,4
100140,2024-01-03 12:41,C02620,mobile_app,North,279.09,5.95,3
100141,2024-01-03 16:15,C00516,mobile_app,North,199.18,5.95,1
100142,2024-01-03 23:13,C02402,web,Central,148.02,5.95,2
100143,2024-01-03 16:49,C00605,mobile_app,East,124.22,5.95,4
100144,2024-01-03 14:54,C00593,marketplace,East,108.97,5.95,4
100145,2024-01-03 11:07,C02708,mobile_app,North,41.75,5.95,1
100146,2024-01-03 17:50,C03230,web,South,228.48,5.95,4
100147,2024-01-03 11:16,C00215,web,South,135.21,5.95,3
100148,2024-01-03 09:47,C00261,web,West,649.69,5.95,4
100149,2024-01-03 22:37,C00447,web,North,538.18,5.95,3
100150,2024-01-03 07:46,C03209,marketplace,West,175.52,5.95,3
100151,2024-01-03 15:29,C02636,marketplace,North,549.6,5.95,5
100152,2024-01-03 21:54,C01646,web,North,249.31,5.95,4
100153,2024-01-03 20:04,C03684,web,East,480.9,5.95,4
100154,2024-01-03 08:08,C01127,mobile_app,East,51.23,5.95,1
100155,2024-01-03 16:24,C02447,web,East,198.62,5.95,3
100156,2024-01-03 19:06,C03249,mobile_app,Central,295.16,5.95,2
100157,2024-01-03 23:46,C03546,web,East,328.27,5.95,3
100158,2024-01-03 13:26,C01389,mobile_app,South,358.96,5.95,3
100159,2024-01-03 09:20,C01749,web,South,158.91,5.95,3
100160,2024-01-03 10:43,C03781,web,North,69.86,5.95,1
100161,2024-01-03 08:05,C01769,web,West,46.32,5.95,1
100162,2024-01-03 10:35,C00246,mobile_app,East,156.3,5.95,4
100163,2024-01-03 16:42,C00501,web,Central,682.04,5.95,5
100164,2024-01-03 19:55,C03752,mobile_app,Central,246.15,,1
100165,2024-01-03 15:22,C00425,mobile_app,North,191.05,,3
100166,2024-01-03 21:14,C03471,web,Central,256.03,5.95,3
100167,2024-01-03 17:07,C03124,web,North,142.75,5.95,5
100168,2024-01-03 19:54,C02298,marketplace,Central,567.87,5.95,2
100169,2024-01-03 23:01,C02495,marketplace,Central,118.76,5.95,2
100170,2024-01-03 14:01,C00739,web,West,62.56,5.95,2
100171,2024-01-03 16:22,C00026,web,North,25.07,,1
100172,2024-01-03 18:04,C00582,mobile_app,Central,589.9,5.95,5
100173,2024-01-03 08:47,C02173,web,South,93.63,5.95,2
100174,2024-01-04 11:23,C01277,mobile_app,West,151.52,5.95,2
100175,2024-01-04 08:56,C00216,web,West,96.65,5.95,2
100176,2024-01-04 07:43,C00335,web,West,64.54,5.95,1
100177,2024-01-04 21:38,C01811,web,North,51.0,5.95,1
100178,2024-01-04 22:07,C01414,web,South,182.69,5.95,2
100179,2024-01-04 21:33,C02733,web,North,60.28,5.95,1
100180,2024-01-04 07:00,C00838,web,North,312.13,5.95,3
100181,2024-01-04 10:48,C01047,web,North,237.57,5.95,1
100182,2024-01-04 21:47,C01764,web,South,269.46,5.95,1
100183,2024-01-04 13:32,C02289,mobile_app,Central,463.22,5.95,4
100184,2024-01-04 08:25,C03530,mobile_app,South,344.86,5.95,5
100185,2024-01-04 20:58,C00319,mobile_app,East,198.54,5.95,4
100186,2024-01-04 18:45,C02623,web,North,275.7,5.95,3
100187,2024-01-04 06:20,C00704,mobile_app,East,33.2,5.95,2
100188,2024-01-04 17:05,C01789,mobile_app,North,63.2,5.95,3
100189,2024-01-04 18:33,C00323,web,South,205.07,5.95,3
100190,2024-01-04 16:14,C01365,mobile_app,North,179.43,5.95,3
100191,2024-01-04 09:33,C02089,web,West,328.46,5.95,3
100192,2024-01-04 17:46,C03925,mobile_app,Central,51.23,5.95,1
100193,2024-01-04 13:06,C00600,web,North,106.9,5.95,1
100194,2024-01-04 10:48,C03110,mobile_app,North,397.63,5.95,5
100195,2024-01-04 21:29,C03091,mobile_app,East,91.65,5.95,1
100196,2024-01-04 16:55,C03978,mobile_app,North,105.36,5.95,3
100197,2024-01-04 08:30,C01812,mobile_app,West,47.71,5.95,2
100198,2024-01-04 07:22,C02079,web,East,217.13,5.95,3
100199,2024-01-04 07:03,C01511,mobile_app,North,109.21,5.95,3
100200,2024-01-04 08:39,C02434,web,East,615.82,5.95,2
100201,2024-01-04 23:50,C03027,mobile_app,South,779.57,5.95,3
100202,2024-01-04 12:20,C02479,web,North,45.84,5.95,1
100203,2024-01-04 07:28,C00424,mobile_app,Central,50.14,5.95,1
100204,2024-01-04 08:32,C02647,web,North,311.9,5.95,2
100205,2024-01-04 20:28,C02147,web,North,201.09,,2
100206,2024-01-04 17:58,C01159,web,West,68.04,5.95,3
100207,2024-01-04 07:50,C02585,mobile_app,North,61.93,5.95,2
100208,2024-01-04 09:35,C02779,web,South,87.47,5.95,2
100209,2024-01-04 10:21,C00334,mobile_app,North,50.31,5.95,1
100210,2024-01-04 17:19,C03964,mobile_app,West,482.12,5.95,4
100211,2024-01-04 10:38,C02904,marketplace,South,108.15,5.95,2
100212,2024-01-04 18:41,C03243,web,North,182.55,5.95,5
100213,2024-01-04 22:05,C02647,mobile_app,East,111.87,5.95,3
100214,2024-01-04 06:23,C01266,web,North,295.66,5.95,2
100215,2024-01-04 21:12,C00928,marketplace,North,141.65,5.95,3
100216,2024-01-04 15:54,C03229,web,West,754.7,5.95,5
100217,2024-01-04 22:02,C02712,web,West,173.31,5.95,3
100218,2024-01-04 10:38,C01544,web,North,506.37,5.95,5
100219,2024-01-04 11:46,C01793,web,South,276.57,5.95,3
100220,2024-01-04 13:28,C02501,web,West,1020.79,5.95,4
100221,2024-01-04 20:14,C02188,web,Central,403.95,5.95,4
100222,2024-01-04 21:57,C03421,web,West,19.67,5.95,1
100223,2024-01-04 20:29,C03152,web,South,219.86,5.95,4
100224,2024-01-04 22:26,C03958,web,North,92.31,5.95,2
100225,2024-01-04 10:55,C01025,web,East,85.35,5.95,2
100226,2024-01-04 17:35,C03827,web,Central,211.82,5.95,3
100227,2024-01-04 09:18,C00344,mobile_app,South,74.94,5.95,4
100228,2024-01-04 22:09,C03404,web,Central,45.84,5.95,1
100229,2024-01-04 13:52,C01848,mobile_app,Central,12.41,5.95,1
100230,2024-01-04 19:03,C01624,web,North,73.7,5.95,1
100231,2024-01-04 08:23,C00920,web,Central,30.1,5.95,2
100232,2024-01-04 16:50,C00599,web,South,113.04,,1
100233,2024-01-04 21:44,C03405,web,West,243.09,5.95,4
100234,2024-01-05 06:57,C00325,web,North,258.41,5.95,3
100235,2024-01-05 10:35,C03852,mobile_app,East,132.91,5.95,3
100236,2024-01-05 09:49,C01181,web,North,292.41,5.95,3
100237,2024-01-05 13:26,C02618,mobile_app,East,226.19,5.95,4
100238,2024-01-05 09:53,C03708,web,East,23.95,5.95,1
100239,2024-01-05 22:36,C00991,mobile_app,South,386.43,5.95,4
100240,2024-01-05 06:39,C01446,web,South,227.06,5.95,2
100241,2024-01-05 08:33,C03993,web,Central,14.18,5.95,1
100242,2024-01-05 23:32,C03222,marketplace,East,423.79,5.95,5
100243,2024-01-05 18:55,C01926,web,South,170.5,5.95,3
100244,2024-01-05 17:16,C03062,web,West,318.53,5.95,4
100245,2024-01-05 17:15,C03003,mobile_app,North,395.89,5.95,3
100246,2024-01-05 16:08,C00182,web,South,119.88,5.95,3
100247,2024-01-05 11:53,C03192,mobile_app,Central,142.29,5.95,1
100248,2024-01-05 21:40,C00747,mobile_app,North,587.75,5.95,3
100249,2024-01-05 20:02,C01202,web,West,284.93,5.95,2
100250,2024-01-05 07:20,C03824,web,South,117.72,5.95,3
100251,2024-01-05 23:30,C01038,web,East,374.61,5.95,3
100252,2024-01-05 15:22,C03532,mobile_app,Central,717.93,5.95,5
100253,2024-01-05 16:17,C00510,mobile_app,South,244.43,5.95,3
100254,2024-01-05 18:47,C01802,mobile_app,South,227.43,5.95,3
100255,2024-01-05 11:31,C02835,web,Central,126.1,5.95,1
100256,2024-01-05 22:17,C03282,web,South,166.83,5.95,4
100257,2024-01-05 19:38,C03369,web,South,446.48,5.95,3
100258,2024-01-05 09:05,C01344,mobile_app,South,241.64,5.95,4
100259,2024-01-05 19:10,C02826,web,South,78.47,5.95,3
100260,2024-01-05 17:39,C01782,web,Central,88.38,5.95,2
100261,2024-01-05 07:04,C02750,mobile_app,South,65.0,5.95,1
100262,2024-01-05 11:01,C00585,mobile_app,West,234.03,5.95,2
100263,2024-01-05 20:02,C00518,web,West,51.92,5.95,1
100264,2024-01-05 17:23,C01569,marketplace,North,311.67,5.95,4
100265,2024-01-05 10:43,C01843,marketplace,South,34.73,5.95,1
100266,2024-01-05 08:36,C00564,web,South,34.62,5.95,1
100267,2024-01-05 14:15,C03935,web,West,743.16,5.95,3
100268,2024-01-05 21:33,C01586,marketplace,North,101.23,5.95,3
100269,2024-01-05 14:45,C01828,web,East,409.25,5.95,5
100270,2024-01-05 21:12,C00503,web,North,124.02,5.95,2
100271,2024-01-05 11:57,C02922,web,North,171.33,5.95,3
100272,2024-01-05 16:42,C01424,mobile_app,East,360.54,5.95,3
100273,2024-01-05 15:57,C01229,mobile_app,West,458.51,5.95,2
100274,2024-01-05 11:50,C01481,web,North,326.86,5.95,3
100275,2024-01-05 12:50,C00569,web,East,123.4,5.95,3
100276,2024-01-05 17:35,C02345,web,Central,38.58,5.95,1
100277,2024-01-05 23:08,C02507,mobile_app,North,307.05,5.95,2
100278,2024-01-05 18:45,C02945,web,South,251.7,5.95,2
100279,2024-01-05 19:52,C02355,web,Central,308.62,5.95,2
100280,2024-01-05 08:28,C01909,mobile_app,South,244.04,5.95,5
100281,2024-01-05 23:40,C02408,web,Central,259.75,5.95,4
100282,2024-01-05 19:32,C03731,mobile_app,Central,115.48,5.95,2
100283,2024-01-05 22:09,C01246,web,South,65.89,5.95,2
100284,2024-01-05 13:22,C03881,marketplace,Central,67.26,5.95,1
100285,2024-01-05 08:16,C00805,mobile_app,East,97.57,5.95,2
100286,2024-01-05 10:40,C01241,mobile_app,North,243.18,5.95,3
100287,2024-01-05 11:37,C03857,mobile_app,North,432.03,5.95,3
100288,2024-01-05 16:53,C03785,mobile_app,Central,411.71,5.95,4
100289,2024-01-05 06:05,C00187,marketplace,West,198.88,5.95,4
100290,2024-01-05 14:41,C00864,mobile_app,South,27.24,5.95,1
100291,2024-01-05 06:31,C03642,mobile_app,South,195.66,5.95,4
100292,2024-01-05 15:30,C01004,mobile_app,West,151.19,5.95,4
100293,2024-01-05 15:29,C00299,mobile_app,North,136.67,5.95,2
100294,2024-01-05 19:30,C01903,web,East,234.73,5.95,2
100295,2024-01-05 16:55,C02943,web,Central,113.87,5.95,3
100296,2024-01-05 17:25,C00536,mobile_app,East,92.28,5.95,1
100297,2024-01-05 09:20,C00991,web,South,278.07,5.95,2
100298,2024-01-06 10:06,C00208,web,South,527.91,5.95,4
100299,2024-01-06 19:15,C03944,mobile_app,North,645.74,5.95,3
100300,2024-01-06 16:59,C02367,mobile_app,North,118.99,5.95,3
100301,2024-01-06 11:31,C02109,web,Central,375.25,5.95,3
100302,2024-01-06 21:01,C00369,marketplace,East,318.63,5.95,2
100303,2024-01-06 13:13,C02390,web,North,10.96,5.95,1
100304,2024-01-06 21:38,C03615,mobile_app,West,124.08,5.95,3
100305,2024-01-06 15:34,C00034,mobile_app,South,190.42,5.95,2
100306,2024-01-06 14:46,C01499,mobile_app,South,101.0,5.95,3
100307,2024-01-06 18:03,C02336,mobile_app,South,250.52,5.95,3
100308,2024-01-06 15:04,C01583,web,West,94.99,5.95,3
100309,2024-01-06 14:52,C02553,mobile_app,North,305.64,5.95,4
100310,2024-01-06 09:25,C01529,mobile_app,South,51.23,,1
100311,2024-01-06 17:48,C00591,web,East,171.93,5.95,1
100312,2024-01-06 22:02,C00186,web,West,576.83,5.95,4
100313,2024-01-06 21:33,C01872,web,Central,39.23,5.95,2
100314,2024-01-06 10:20,C03815,mobile_app,North,69.5,5.95,1
100315,2024-01-06 15:37,C01378,web,East,440.26,5.95,3
100316,2024-01-06 21:45,C02306,web,Central,216.1,5.95,3
100317,2024-01-06 17:21,C02760,web,South,127.57,5.95,2
100318,2024-01-06 15:50,C03682,mobile_app,West,475.49,5.95,5
100319,2024-01-06 06:38,C01944,web,West,252.84,5.95,3
100320,2024-01-06 13:46,C00211,mobile_app,North,32.27,5.95,1
100321,2024-01-06 18:09,C03366,mobile_app,North,93.62,5.95,2
100322,2024-01-06 09:12,C00078,web,South,310.2,5.95,2
100323,2024-01-06 19:44,C00836,web,West,289.52,5.95,3
100324,2024-01-06 21:55,C03475,mobile_app,North,30.14,5.95,1
100325,2024-01-06 10:33,C00850,mobile_app,Central,406.03,5.95,3
100326,2024-01-06 21:33,C01544,web,North,53.12,5.95,1
100327,2024-01-06 23:21,C02238,web,West,505.23,5.95,3
100328,2024-01-06 14:39,C01984,web,North,313.3,5.95,5
100329,2024-01-06 23:19,C00922,marketplace,Central,310.17,,5
100330,2024-01-06 15:45,C00850,mobile_app,East,31.65,5.95,2
100331,2024-01-06 21:22,C02296,marketplace,West,173.65,5.95,2
100332,2024-01-06 14:18,C00500,mobile_app,East,102.33,5.95,2
100333,2024-01-06 18:52,C01414,marketplace,Central,41.05,5.95,2
100334,2024-01-06 15:02,C01179,marketplace,North,50.41,5.95,1
100335,2024-01-06 20:41,C01051,mobile_app,North,66.61,5.95,2
100336,2024-01-06 23:17,C03822,mobile_app,South,55.24,5.95,2
100337,2024-01-06 09:39,C03035,mobile_app,North,533.2,5.95,2
100338,2024-01-06 22:14,C02614,web,North,279.62,5.95,3
100339,2024-01-06 16:45,C01935,web,West,97.92,5.95,2
100340,2024-01-06 06:35,C03806,web,West,129.6,5.95,2
100341,2024-01-06 21:30,C02665,web,Central,213.78,5.95,2
100342,2024-01-06 16:18,C02646,web,West,49.75,5.95,2
100343,2024-01-06 13:34,C03026,mobile_app,Central,285.64,5.95,3
100344,2024-01-06 11:26,C03614,mobile_app,Central,34.73,5.95,1
100345,2024-01-06 07:53,C01627,mobile_app,North,250.74,5.95,2
100346,2024-01-06 15:56,C00154,web,East,442.73,,3
100347,2024-01-06 09:59,C01373,web,Central,105.22,5.95,3
100348,2024-01-06 23:33,C02024,mobile_app,North,464.2,5.95,4
100349,2024-01-06 22:29,C01118,web,North,195.73,5.95,3
100350,2024-01-06 11:46,C01880,mobile_app,West,174.88,5.95,1
100351,2024-01-06 06:47,C01381,mobile_app,East,193.62,5.95,2
100352,2024-01-06 12:11,C02503,mobile_app,Central,74.9,5.95,1
100353,2024-01-06 19:32,C01344,web,West,262.28,5.95,2
100354,2024-01-06 11:08,C01956,web,North,215.87,5.95,2
100355,2024-01-07 18:15,C01830,mobile_app,Central,47.8,5.95,2
100356,2024-01-07 15:37,C02961,mobile_app,South,122.37,5.95,2
100357,2024-01-07 17:44,C00968,web,North,34.62,5.95,1
100358,2024-01-07 15:10,C01661,mobile_app,Central,306.44,5.95,2
100359,2024-01-07 15:44,C00481,mobile_app,Central,382.05,5.95,3
100360,2024-01-07 17:39,C00905,web,North,89.02,5.95,2
100361,2024-01-07 10:29,C03063,marketplace,South,31.08,5.95,1
100362,2024-01-07 23:58,C01929,mobile_app,Central,147.33,5.95,4
100363,2024-01-07 12:48,C01014,mobile_app,East,42.31,5.95,2
100364,2024-01-07 08:33,C01830,web,South,87.44,5.95,1
100365,2024-01-07 09:03,C03395,web,East,351.74,,2
100366,2024-01-07 23:09,C00674,web,East,786.63,5.95,3
100367,2024-01-07 09:43,C00842,mobile_app,East,12.74,5.95,1
100368,2024-01-07 22:28,C03313,web,North,100.82,5.95,1
100369,2024-01-07 19:29,C02310,web,East,313.67,5.95,3
100370,2024-01-07 15:46,C00090,web,Central,265.21,5.95,4
100371,2024-01-07 12:37,C00300,web,South,145.59,5.95,4
100372,2024-01-07 08:34,C00247,marketplace,North,189.15,5.95,1
100373,2024-01-07 21:02,C01176,web,West,278.65,5.95,3
100374,2024-01-07 19:23,C03651,web,Central,40.97,5.95,2
100375,2024-01-07 18:24,C00329,mobile_app,West,25.96,5.95,1
100376,2024-01-07 23:08,C02677,mobile_app,North,570.76,5.95,3
100377,2024-01-07 23:25,C02167,web,Central,42.51,5.95,2
100378,2024-01-07 06:48,C00094,marketplace,East,118.62,5.95,1
100379,2024-01-07 23:27,C02179,web,North,146.42,5.95,3
100380,2024-01-07 20:22,C00636,web,Central,284.93,5.95,2
100381,2024-01-07 09:02,C03316,mobile_app,East,83.25,5.95,1
100382,2024-01-07 06:15,C00845,web,East,97.02,5.95,1
100383,2024-01-07 20:38,C02753,mobile_app,North,127.36,5.95,3
100384,2024-01-07 07:25,C01798,web,North,64.78,5.95,2
100385,2024-01-07 07:08,C02064,marketplace,North,515.38,5.95,2
100386,2024-01-07 16:36,C02450,mobile_app,Central,56.57,5.95,2
100387,2024-01-07 13:19,C03590,web,West,48.51,5.95,1
100388,2024-01-07 13:26,C01231,web,East,110.04,5.95,4
100389,2024-01-07 11:40,C02781,web,East,275.3,5.95,3
100390,2024-01-07 17:41,C02750,web,East,168.68,5.95,3
100391,2024-01-07 19:26,C00612,web,North,589.93,5.95,4
100392,2024-01-07 23:30,C00988,mobile_app,South,93.4,5.95,3
100393,2024-01-07 10:51,C01897,marketplace,East,27.24,5.95,1
100394,2024-01-07 19:35,C02171,web,North,85.14,5.95,2
100395,2024-01-07 12:21,C02649,web,South,257.04,5.95,3
100396,2024-01-07 17:05,C02194,mobile_app,North,116.22,5.95,1
100397,2024-01-07 14:24,C02760,mobile_app,North,176.76,5.95,3
100398,2024-01-07 08:12,C03296,mobile_app,West,371.3,5.95,2
100399,2024-01-07 23:13,C01964,web,Central,121.08,5.95,3
100400,2024-01-07 15:58,C00063,web,North,141.18,5.95,2
100401,2024-01-07 09:47,C03090,web,North,419.14,5.95,3
100402,2024-01-07 12:25,C03749,web,South,66.01,5.95,2
100403,2024-01-07 15:24,C01910,web,South,70.24,5.95,1
100404,2024-01-07 14:23,C02101,mobile_app,East,258.44,5.95,4
100405,2024-01-07 21:48,C03440,web,North,645.94,5.95,3
100406,2024-01-07 16:26,C00188,mobile_app,North,294.68,5.95,2
100407,2024-01-07 10:01,C01069,mobile_app,East,334.65,5.95,3
100408,2024-01-07 19:18,C00625,web,North,84.91,5.95,1
100409,2024-01-07 13:31,C02256,mobile_app,West,42.02,5.95,2
100410,2024-01-07 14:48,C03366,web,West,617.78,5.95,3
